LC8,0,-61.0497,-56.1068,3.860221263,Temporal_Mid_L,Ventral_Attention
LD1,0,-39.0194,-46.3229,-5.118129862,L_Temporal_WM,Visual
LD2,0,-43.8781,-45.9653,-2.924568748,L_Temporal_WM,Default
LD3,0,-49.0478,-45.2953,-1.178772414,Temporal_Mid_L,Default
LD4,0,-53.8671,-46.786,2.478622219,Temporal_Mid_L,Default
LD5,0,-58.4053,-46.8884,5.573111499,Temporal_Mid_L,Default
LD6,0,-62.4822,-45.3784,8.969022669,Temporal_Mid_L,Somatomotor
LD7,0,-68.1932,-44.1179,14.31432145,Temporal_Sup_L,Somatomotor
LD8,0,-73.2905,-44.8036,16.11319769,Temporal_Sup_L,Somatomotor
LE1,0,-15.1169,-49.0336,31.22909734,L_Parietal_WM,Default
LE2,0,-22.5319,-49.811,30.81063426,L_Parietal_WM,Default
LE3,0,-29.0722,-50.7729,30.85107131,L_Parietal_WM,Frontoparietal
LE4,0,-34.482,-51.517,31.47618127,L_Parietal_WM,Frontoparietal
LE5,0,-38.9498,-52.7643,31.42870052,L_Parietal_WM,Default
LE6,0,-43.7054,-55.987,30.78944935,Angular_L,Default
LE7,0,-48.5156,-57.0311,29.73063323,Angular_L,Default
LE8,0,-54.5627,-55.818,29.46808058,Angular_L,Default
LE9,0,-61.8921,-54.2155,29.57051193,SupraMarginal_L,Default
LE10,0,-67.5708,-53.8363,29.28699078,SupraMarginal_L,Default
LE11,0,-72.9895,-53.8402,28.1175195,SupraMarginal_L,n/a
LE12,0,-77.9701,-55.3364,27.8162879,n/a,n/a
LF1,0,-35.6698,-2.13813,9.116773891,Insula_L,Ventral_Attention
LF2,0,-34.8686,-3.26504,14.97360542,Insula_L,Somatomotor
LF3,0,-35.1781,-4.24062,21.12370418,L_Frontal_WM,Somatomotor
LF4,0,-34.6868,-6.02492,27.5338961,L_Frontal_WM,n/a
LF5,0,-34.5525,-5.75002,31.89584536,L_Frontal_WM,Frontoparietal
LF6,0,-34.9727,-4.97343,37.97197249,L_Frontal_WM,Dorsal_Attention
LF7,0,-36.8087,-4.94449,43.33551493,Precentral_L,Dorsal_Attention
LF8,0,-38.2192,-4.423,48.1534569,Precentral_L,Dorsal_Attention
LG1,0,-12.0791,22.0819,25.27070112,L_Frontal_WM,Ventral_Attention
LG2,0,-18.9645,23.9635,25.50814232,L_Frontal_WM,Frontoparietal
LG3,0,-26.1028,25.9432,26.86761541,L_Frontal_WM,Ventral_Attention
LG4,0,-31.9665,27.2631,30.96763574,L_Frontal_WM,Frontoparietal
LG5,0,-36.8677,28.0158,33.56483191,Frontal_Mid_L,Frontoparietal
LG6,0,-41.8157,29.131,35.59393745,Frontal_Mid_L,Frontoparietal
LG7,0,-46.6824,30.5003,35.95271936,Frontal_Mid_L,Frontoparietal
LG8,0,-51.9946,32.3778,34.8517395,Frontal_Mid_L,Frontoparietal
LH1,0,-21.7081,24.3108,-6.484270998,L_Frontal_WM,Frontoparietal
LH2,0,-22.4448,25.7022,-0.52473446,L_Frontal_WM,Ventral_Attention
LH3,0,-23.425,25.8759,5.388860543,L_Frontal_WM,Ventral_Attention
LH4,0,-24.7294,26.9695,9.982820969,L_Frontal_WM,Ventral_Attention
LH5,0,-23.8768,27.5626,15.37204483,L_Frontal_WM,n/a
LH6,0,-24.3473,29.1022,19.8497623,L_Frontal_WM,n/a
LH7,0,-24.8061,30.6121,24.27866968,L_Frontal_WM,Ventral_Attention
LH8,0,-27.2979,32.4996,30.95008982,Frontal_Mid_L,Ventral_Attention
RA1,0,18.7718,-10.1654,-18.92225113,Hippocampus_R,Default
RA2,0,22.4427,-12.387,-19.06212271,Hippocampus_R,Default
RA3,0,26.7044,-14.6814,-19.25446582,Hippocampus_R,n/a
RA4,0,31.2211,-17.4584,-19.87898437,ParaHippocampal_R,Visual
RA5,0,35.9448,-20.1721,-21.37057155,Fusiform_R,Visual
RA6,0,39.4512,-23.0721,-22.07349285,Fusiform_R,Limbic
RA7,0,44.1238,-25.2215,-20.74326079,Temporal_Inf_R,Limbic
RA8,0,50.1032,-26.5607,-19.44523796,Temporal_Inf_R,Limbic
RB1,0,22.9693,-20.2938,-21.80602521,ParaHippocampal_R,Limbic
RB2,0,26.4052,-23.8367,-21.39052282,ParaHippocampal_R,Default
RB3,0,29.6456,-27.899,-19.98545371,Fusiform_R,Visual
RB4,0,31.8164,-30.9206,-18.43983061,Fusiform_R,Visual
RB5,0,35.552,-34.5469,-17.29335362,Fusiform_R,Visual
RB6,0,40.5129,-39.177,-18.62218171,Fusiform_R,Dorsal_Attention
RB7,0,43.4593,-45.3881,-18.8612085,Temporal_Inf_R,Dorsal_Attention
RB8,0,48.6532,-50.099,-17.01972332,Temporal_Inf_R,Dorsal_Attention
RB9,0,53.5287,-53.5747,-15.93370858,Temporal_Inf_R,Dorsal_Attention
RB10,0,59.3566,-56.1138,-15.91879959,Temporal_Inf_R,Dorsal_Attention
RB11,0,65.6431,-58.8983,-14.6379108,Temporal_Inf_R,Dorsal_Attention
RB12,0,69.0009,-60.7851,-12.75769282,Temporal_Inf_R,n/a
